code,name,description,refreshed_at,from_date,to_date
GAS_PROD_O_AUS,Natural Gas Production - Oil Equivalent - Australia,Natural Gas Production - Oil Equivalent - Australia. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_AZE,Natural Gas Production - Oil Equivalent - Azerbaijan,Natural Gas Production - Oil Equivalent - Azerbaijan. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1985,31-12-2015
GAS_PROD_O_BGD,Natural Gas Production - Oil Equivalent - Bangladesh,Natural Gas Production - Oil Equivalent - Bangladesh. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_BHR,Natural Gas Production - Oil Equivalent - Bahrain,Natural Gas Production - Oil Equivalent - Bahrain. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_BOL,Natural Gas Production - Oil Equivalent - Bolivia,Natural Gas Production - Oil Equivalent - Bolivia. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_BRA,Natural Gas Production - Oil Equivalent - Brazil,Natural Gas Production - Oil Equivalent - Brazil. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_BRN,Natural Gas Production - Oil Equivalent - Brunei,Natural Gas Production - Oil Equivalent - Brunei. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_CAN,Natural Gas Production - Oil Equivalent - Canada,Natural Gas Production - Oil Equivalent - Canada. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_CESA,Natural Gas Production - Oil Equivalent - Total S. & Cent. America,Natural Gas Production - Oil Equivalent - Total S. & Cent. America. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_CHN,Natural Gas Production - Oil Equivalent - China,Natural Gas Production - Oil Equivalent - China. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_COL,Natural Gas Production - Oil Equivalent - Colombia,Natural Gas Production - Oil Equivalent - Colombia. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_DEU,Natural Gas Production - Oil Equivalent - Germany,Natural Gas Production - Oil Equivalent - Germany. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_DNK,Natural Gas Production - Oil Equivalent - Denmark,Natural Gas Production - Oil Equivalent - Denmark. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_DZA,Natural Gas Production - Oil Equivalent - Algeria,Natural Gas Production - Oil Equivalent - Algeria. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_EGY,Natural Gas Production - Oil Equivalent - Egypt,Natural Gas Production - Oil Equivalent - Egypt. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_OEUE,Natural Gas Production - Other Europe & Eurasia,"Natural Gas Production - Other Europe & Eurasia. Billion Cubic Metres. As far as possible, the data represents standard cubic metres measured at 15oC and 1013 millibar (mbar); as they are derived directly from tonnes of oil equivalent using an average conversion factor, they do not necessarily equate with gas volumes expressed in specific national terms.",22-09-2018 04:06,31-12-1970,31-12-2016
GAS_PROD_O_GBR,Natural Gas Production - Oil Equivalent - United Kingdom,Natural Gas Production - Oil Equivalent - United Kingdom. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_IDN,Natural Gas Production - Oil Equivalent - Indonesia,Natural Gas Production - Oil Equivalent - Indonesia. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_IND,Natural Gas Production - Oil Equivalent - India,Natural Gas Production - Oil Equivalent - India. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_IRN,Natural Gas Production - Oil Equivalent - Iran,Natural Gas Production - Oil Equivalent - Iran. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_IRQ,Natural Gas Production - Oil Equivalent - Iraq,Natural Gas Production - Oil Equivalent - Iraq. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_ITA,Natural Gas Production - Oil Equivalent - Italy,Natural Gas Production - Oil Equivalent - Italy. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_KAZ,Natural Gas Production - Oil Equivalent - Kazakhstan,Natural Gas Production - Oil Equivalent - Kazakhstan. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1985,31-12-2015
GAS_PROD_O_KWT,Natural Gas Production - Oil Equivalent - Kuwait,Natural Gas Production - Oil Equivalent - Kuwait. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_LBY,Natural Gas Production - Oil Equivalent - Libya,Natural Gas Production - Oil Equivalent - Libya. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_OMDE,Natural Gas Production - Other Middle East,"Natural Gas Production - Other Middle East. Billion Cubic Metres. As far as possible, the data represents standard cubic metres measured at 15oC and 1013 millibar (mbar); as they are derived directly from tonnes of oil equivalent using an average conversion factor, they do not necessarily equate with gas volumes expressed in specific national terms.",22-05-2021 04:00,31-12-1970,31-12-2019
GAS_PROD_O_MEX,Natural Gas Production - Oil Equivalent - Mexico,Natural Gas Production - Oil Equivalent - Mexico. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_MIDE,Natural Gas Production - Oil Equivalent - Total Middle East,Natural Gas Production - Oil Equivalent - Total Middle East. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_MMR,Natural Gas Production - Oil Equivalent - Myanmar,Natural Gas Production - Oil Equivalent - Myanmar. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_OMN,Natural Gas Production - Oman,"Natural Gas Production - Oman. Billion Cubic Metres. As far as possible, the data represents standard cubic metres measured at 15oC and 1013 millibar (mbar); as they are derived directly from tonnes of oil equivalent using an average conversion factor, they do not necessarily equate with gas volumes expressed in specific national terms.",22-05-2021 04:00,31-12-1970,31-12-2019
GAS_PROD_O_MYS,Natural Gas Production - Oil Equivalent - Malaysia,Natural Gas Production - Oil Equivalent - Malaysia. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_NGA,Natural Gas Production - Oil Equivalent - Nigeria,Natural Gas Production - Oil Equivalent - Nigeria. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_NLD,Natural Gas Production - Oil Equivalent - Netherlands,Natural Gas Production - Oil Equivalent - Netherlands. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_NOAM,Natural Gas Production - Oil Equivalent - Total North America,Natural Gas Production - Oil Equivalent - Total North America. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_NOR,Natural Gas Production - Oil Equivalent - Norway,Natural Gas Production - Oil Equivalent - Norway. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_OAFR,Natural Gas Production - Oil Equivalent - Other Africa,Natural Gas Production - Oil Equivalent - Other Africa. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_OASP,Natural Gas Production - Oil Equivalent - Other Asia Pacific,Natural Gas Production - Oil Equivalent - Other Asia Pacific. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_OEUE,Natural Gas Production - Oil Equivalent - Other Europe & Eurasia,Natural Gas Production - Oil Equivalent - Other Europe & Eurasia. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_OMDE,Natural Gas Production - Oil Equivalent - Other Middle East,Natural Gas Production - Oil Equivalent - Other Middle East. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_OMN,Natural Gas Production - Oil Equivalent - Oman,Natural Gas Production - Oil Equivalent - Oman. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_OSCA,Natural Gas Production - Oil Equivalent - Other S. & Cent. America,Natural Gas Production - Oil Equivalent - Other S. & Cent. America. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_PAK,Natural Gas Production - Oil Equivalent - Pakistan,Natural Gas Production - Oil Equivalent - Pakistan. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_PER,Natural Gas Production - Oil Equivalent - Peru,Natural Gas Production - Oil Equivalent - Peru. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_POL,Natural Gas Production - Oil Equivalent - Poland,Natural Gas Production - Oil Equivalent - Poland. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_QAT,Natural Gas Production - Oil Equivalent - Qatar,Natural Gas Production - Oil Equivalent - Qatar. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_ROU,Natural Gas Production - Oil Equivalent - Romania,Natural Gas Production - Oil Equivalent - Romania. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_RUS,Natural Gas Production - Oil Equivalent - Russian Federation,Natural Gas Production - Oil Equivalent - Russian Federation. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1985,31-12-2015
GAS_PROD_O_SAU,Natural Gas Production - Oil Equivalent - Saudi Arabia,Natural Gas Production - Oil Equivalent - Saudi Arabia. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_OSCA,Natural Gas Production - Other S. & Cent. America,"Natural Gas Production - Other S. & Cent. America. Billion Cubic Metres. As far as possible, the data represents standard cubic metres measured at 15oC and 1013 millibar (mbar); as they are derived directly from tonnes of oil equivalent using an average conversion factor, they do not necessarily equate with gas volumes expressed in specific national terms.",22-05-2021 04:00,31-12-1970,31-12-2019
GAS_PROD_O_SYR,Natural Gas Production - Oil Equivalent - Syria,Natural Gas Production - Oil Equivalent - Syria. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_TAFR,Natural Gas Production - Oil Equivalent - Total Africa,Natural Gas Production - Oil Equivalent - Total Africa. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_TASP,Natural Gas Production - Oil Equivalent - Total Asia Pacific,Natural Gas Production - Oil Equivalent - Total Asia Pacific. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_TEUE,Natural Gas Production - Oil Equivalent - Total Europe & Eurasia,Natural Gas Production - Oil Equivalent - Total Europe & Eurasia. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_THA,Natural Gas Production - Oil Equivalent - Thailand,Natural Gas Production - Oil Equivalent - Thailand. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_TKM,Natural Gas Production - Oil Equivalent - Turkmenistan,Natural Gas Production - Oil Equivalent - Turkmenistan. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1985,31-12-2015
GAS_PROD_O_TTO,Natural Gas Production - Oil Equivalent - Trinidad & Tobago,Natural Gas Production - Oil Equivalent - Trinidad & Tobago. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_UKR,Natural Gas Production - Oil Equivalent - Ukraine,Natural Gas Production - Oil Equivalent - Ukraine. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1985,31-12-2015
GAS_PROD_O_USA,Natural Gas Production - Oil Equivalent - USA,Natural Gas Production - Oil Equivalent - USA. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_USSR,Natural Gas Production - Oil Equivalent - USSR,Natural Gas Production - Oil Equivalent - USSR. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-1984
GAS_PROD_O_UZB,Natural Gas Production - Oil Equivalent - Uzbekistan,Natural Gas Production - Oil Equivalent - Uzbekistan. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1985,31-12-2015
GAS_PROD_O_VEN,Natural Gas Production - Oil Equivalent - Venezuela,Natural Gas Production - Oil Equivalent - Venezuela. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_VNM,Natural Gas Production - Oil Equivalent - Vietnam,Natural Gas Production - Oil Equivalent - Vietnam. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_WRLD,Natural Gas Production - Oil Equivalent - Total World,Natural Gas Production - Oil Equivalent - Total World. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_O_YEM,Natural Gas Production - Oil Equivalent - Yemen,Natural Gas Production - Oil Equivalent - Yemen. Million tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2018 04:06,31-12-1970,31-12-2015
GAS_PROD_PAK,Natural Gas Production - Pakistan,"Natural Gas Production - Pakistan. Billion Cubic Metres. As far as possible, the data represents standard cubic metres measured at 15oC and 1013 millibar (mbar); as they are derived directly from tonnes of oil equivalent using an average conversion factor, they do not necessarily equate with gas volumes expressed in specific national terms.",22-05-2021 04:00,31-12-1970,31-12-2019
GAS_PROD_PER,Natural Gas Production - Peru,"Natural Gas Production - Peru. Billion Cubic Metres. As far as possible, the data represents standard cubic metres measured at 15oC and 1013 millibar (mbar); as they are derived directly from tonnes of oil equivalent using an average conversion factor, they do not necessarily equate with gas volumes expressed in specific national terms.",22-05-2021 04:00,31-12-1970,31-12-2019
GAS_PROD_POL,Natural Gas Production - Poland,"Natural Gas Production - Poland. Billion Cubic Metres. As far as possible, the data represents standard cubic metres measured at 15oC and 1013 millibar (mbar); as they are derived directly from tonnes of oil equivalent using an average conversion factor, they do not necessarily equate with gas volumes expressed in specific national terms.",22-05-2021 04:00,31-12-1970,31-12-2019
GAS_PROD_QAT,Natural Gas Production - Qatar,"Natural Gas Production - Qatar. Billion Cubic Metres. As far as possible, the data represents standard cubic metres measured at 15oC and 1013 millibar (mbar); as they are derived directly from tonnes of oil equivalent using an average conversion factor, they do not necessarily equate with gas volumes expressed in specific national terms.",22-05-2021 04:00,31-12-1970,31-12-2019
GAS_PROD_ROU,Natural Gas Production - Romania,"Natural Gas Production - Romania. Billion Cubic Metres. As far as possible, the data represents standard cubic metres measured at 15oC and 1013 millibar (mbar); as they are derived directly from tonnes of oil equivalent using an average conversion factor, they do not necessarily equate with gas volumes expressed in specific national terms.",22-05-2021 04:00,31-12-1970,31-12-2019
GAS_PROD_RUS,Natural Gas Production - Russian Federation,"Natural Gas Production - Russian Federation. Billion Cubic Metres. As far as possible, the data represents standard cubic metres measured at 15oC and 1013 millibar (mbar); as they are derived directly from tonnes of oil equivalent using an average conversion factor, they do not necessarily equate with gas volumes expressed in specific national terms.",22-05-2021 04:00,31-12-1985,31-12-2019
GAS_PROD_SAU,Natural Gas Production - Saudi Arabia,"Natural Gas Production - Saudi Arabia. Billion Cubic Metres. As far as possible, the data represents standard cubic metres measured at 15oC and 1013 millibar (mbar); as they are derived directly from tonnes of oil equivalent using an average conversion factor, they do not necessarily equate with gas volumes expressed in specific national terms.",22-05-2021 04:00,31-12-1970,31-12-2019
GAS_PROD_SYR,Natural Gas Production - Syria,"Natural Gas Production - Syria. Billion Cubic Metres. As far as possible, the data represents standard cubic metres measured at 15oC and 1013 millibar (mbar); as they are derived directly from tonnes of oil equivalent using an average conversion factor, they do not necessarily equate with gas volumes expressed in specific national terms.",22-05-2021 04:00,31-12-1970,31-12-2019
GAS_PROD_TAFR,Natural Gas Production - Total Africa,"Natural Gas Production - Total Africa. Billion Cubic Metres. As far as possible, the data represents standard cubic metres measured at 15oC and 1013 millibar (mbar); as they are derived directly from tonnes of oil equivalent using an average conversion factor, they do not necessarily equate with gas volumes expressed in specific national terms.",22-05-2021 04:00,31-12-1970,31-12-2019
GAS_PROD_TASP,Natural Gas Production - Total Asia Pacific,"Natural Gas Production - Total Asia Pacific. Billion Cubic Metres. As far as possible, the data represents standard cubic metres measured at 15oC and 1013 millibar (mbar); as they are derived directly from tonnes of oil equivalent using an average conversion factor, they do not necessarily equate with gas volumes expressed in specific national terms.",22-05-2021 04:00,31-12-1970,31-12-2019
GAS_PROD_TEUE,Natural Gas Production - Total Europe & Eurasia,"Natural Gas Production - Total Europe & Eurasia. Billion Cubic Metres. As far as possible, the data represents standard cubic metres measured at 15oC and 1013 millibar (mbar); as they are derived directly from tonnes of oil equivalent using an average conversion factor, they do not necessarily equate with gas volumes expressed in specific national terms.",22-09-2018 04:06,31-12-1970,31-12-2016
GAS_PROD_THA,Natural Gas Production - Thailand,"Natural Gas Production - Thailand. Billion Cubic Metres. As far as possible, the data represents standard cubic metres measured at 15oC and 1013 millibar (mbar); as they are derived directly from tonnes of oil equivalent using an average conversion factor, they do not necessarily equate with gas volumes expressed in specific national terms.",22-05-2021 04:00,31-12-1970,31-12-2019
GAS_PROD_TKM,Natural Gas Production - Turkmenistan,"Natural Gas Production - Turkmenistan. Billion Cubic Metres. As far as possible, the data represents standard cubic metres measured at 15oC and 1013 millibar (mbar); as they are derived directly from tonnes of oil equivalent using an average conversion factor, they do not necessarily equate with gas volumes expressed in specific national terms.",22-05-2021 04:00,31-12-1985,31-12-2019
GAS_PROD_TTO,Natural Gas Production - Trinidad & Tobago,"Natural Gas Production - Trinidad & Tobago. Billion Cubic Metres. As far as possible, the data represents standard cubic metres measured at 15oC and 1013 millibar (mbar); as they are derived directly from tonnes of oil equivalent using an average conversion factor, they do not necessarily equate with gas volumes expressed in specific national terms.",22-05-2021 04:00,31-12-1970,31-12-2019
GAS_PROD_UKR,Natural Gas Production - Ukraine,"Natural Gas Production - Ukraine. Billion Cubic Metres. As far as possible, the data represents standard cubic metres measured at 15oC and 1013 millibar (mbar); as they are derived directly from tonnes of oil equivalent using an average conversion factor, they do not necessarily equate with gas volumes expressed in specific national terms.",22-05-2021 04:00,31-12-1970,31-12-2019
GAS_PROD_USA,Natural Gas Production - USA,"Natural Gas Production - USA. Billion Cubic Metres. As far as possible, the data represents standard cubic metres measured at 15oC and 1013 millibar (mbar); as they are derived directly from tonnes of oil equivalent using an average conversion factor, they do not necessarily equate with gas volumes expressed in specific national terms.",22-05-2021 04:00,31-12-1970,31-12-2019
GAS_PROD_USSR,Natural Gas Production - USSR,"Natural Gas Production - USSR. Billion Cubic Metres. As far as possible, the data represents standard cubic metres measured at 15oC and 1013 millibar (mbar); as they are derived directly from tonnes of oil equivalent using an average conversion factor, they do not necessarily equate with gas volumes expressed in specific national terms.",22-05-2021 04:00,31-12-1970,31-12-1984
GAS_PROD_UZB,Natural Gas Production - Uzbekistan,"Natural Gas Production - Uzbekistan. Billion Cubic Metres. As far as possible, the data represents standard cubic metres measured at 15oC and 1013 millibar (mbar); as they are derived directly from tonnes of oil equivalent using an average conversion factor, they do not necessarily equate with gas volumes expressed in specific national terms.",22-05-2021 04:00,31-12-1985,31-12-2019
GAS_PROD_VEN,Natural Gas Production - Venezuela,"Natural Gas Production - Venezuela. Billion Cubic Metres. As far as possible, the data represents standard cubic metres measured at 15oC and 1013 millibar (mbar); as they are derived directly from tonnes of oil equivalent using an average conversion factor, they do not necessarily equate with gas volumes expressed in specific national terms.",22-05-2021 04:00,31-12-1970,31-12-2019
GAS_PROD_VNM,Natural Gas Production - Vietnam,"Natural Gas Production - Vietnam. Billion Cubic Metres. As far as possible, the data represents standard cubic metres measured at 15oC and 1013 millibar (mbar); as they are derived directly from tonnes of oil equivalent using an average conversion factor, they do not necessarily equate with gas volumes expressed in specific national terms.",22-05-2021 04:00,31-12-1970,31-12-2019
GAS_PROD_WRLD,Natural Gas Production - Total World,"Natural Gas Production - Total World. Billion Cubic Metres. As far as possible, the data represents standard cubic metres measured at 15oC and 1013 millibar (mbar); as they are derived directly from tonnes of oil equivalent using an average conversion factor, they do not necessarily equate with gas volumes expressed in specific national terms.",22-05-2021 04:00,31-12-1970,31-12-2019
GAS_PROD_YEM,Natural Gas Production - Yemen,"Natural Gas Production - Yemen. Billion Cubic Metres. As far as possible, the data represents standard cubic metres measured at 15oC and 1013 millibar (mbar); as they are derived directly from tonnes of oil equivalent using an average conversion factor, they do not necessarily equate with gas volumes expressed in specific national terms.",22-05-2021 04:00,31-12-1970,31-12-2019
GAS_RESERVES_ARE,Proved Natural Gas Reserves - United Arab Emirates,Proved Natural Gas Reserves - United Arab Emirates. Trillion Cubic Metres. Proved reserves of natural gas - Generally taken to be those quantities that geological and engineering information indicates with reasonable certainty can be recovered in the future from known reservoirs under existing economic and operating conditions.,22-05-2021 04:00,31-12-1980,31-12-2019
GAS_RESERVES_ARG,Proved Natural Gas Reserves - Argentina,Proved Natural Gas Reserves - Argentina. Trillion Cubic Metres. Proved reserves of natural gas - Generally taken to be those quantities that geological and engineering information indicates with reasonable certainty can be recovered in the future from known reservoirs under existing economic and operating conditions.,22-05-2021 04:00,31-12-1980,31-12-2019
GAS_RESERVES_AUS,Proved Natural Gas Reserves - Australia,Proved Natural Gas Reserves - Australia. Trillion Cubic Metres. Proved reserves of natural gas - Generally taken to be those quantities that geological and engineering information indicates with reasonable certainty can be recovered in the future from known reservoirs under existing economic and operating conditions.,22-05-2021 04:00,31-12-1980,31-12-2019
GAS_RESERVES_AZE,Proved Natural Gas Reserves - Azerbaijan,Proved Natural Gas Reserves - Azerbaijan. Trillion Cubic Metres. Proved reserves of natural gas - Generally taken to be those quantities that geological and engineering information indicates with reasonable certainty can be recovered in the future from known reservoirs under existing economic and operating conditions.,22-05-2021 04:00,31-12-1997,31-12-2019
GAS_RESERVES_BGD,Proved Natural Gas Reserves - Bangladesh,Proved Natural Gas Reserves - Bangladesh. Trillion Cubic Metres. Proved reserves of natural gas - Generally taken to be those quantities that geological and engineering information indicates with reasonable certainty can be recovered in the future from known reservoirs under existing economic and operating conditions.,22-05-2021 04:00,31-12-1980,31-12-2019
GAS_RESERVES_BHR,Proved Natural Gas Reserves - Bahrain,Proved Natural Gas Reserves - Bahrain. Trillion Cubic Metres. Proved reserves of natural gas - Generally taken to be those quantities that geological and engineering information indicates with reasonable certainty can be recovered in the future from known reservoirs under existing economic and operating conditions.,22-05-2021 04:00,31-12-1980,31-12-2019
GAS_RESERVES_BOL,Proved Natural Gas Reserves - Bolivia,Proved Natural Gas Reserves - Bolivia. Trillion Cubic Metres. Proved reserves of natural gas - Generally taken to be those quantities that geological and engineering information indicates with reasonable certainty can be recovered in the future from known reservoirs under existing economic and operating conditions.,22-05-2021 04:00,31-12-1980,31-12-2019
GAS_RESERVES_BRA,Proved Natural Gas Reserves - Brazil,Proved Natural Gas Reserves - Brazil. Trillion Cubic Metres. Proved reserves of natural gas - Generally taken to be those quantities that geological and engineering information indicates with reasonable certainty can be recovered in the future from known reservoirs under existing economic and operating conditions.,22-05-2021 04:00,31-12-1980,31-12-2019
GAS_RESERVES_BRN,Proved Natural Gas Reserves - Brunei,Proved Natural Gas Reserves - Brunei. Trillion Cubic Metres. Proved reserves of natural gas - Generally taken to be those quantities that geological and engineering information indicates with reasonable certainty can be recovered in the future from known reservoirs under existing economic and operating conditions.,22-05-2021 04:00,31-12-1980,31-12-2019
GAS_RESERVES_CAN,Proved Natural Gas Reserves - Canada,Proved Natural Gas Reserves - Canada. Trillion Cubic Metres. Proved reserves of natural gas - Generally taken to be those quantities that geological and engineering information indicates with reasonable certainty can be recovered in the future from known reservoirs under existing economic and operating conditions.,22-01-2019 15:14,31-12-1980,31-12-2017
GAS_RESERVES_CESA,Proved Natural Gas Reserves - Total S. & Cent. America,Proved Natural Gas Reserves - Total S. & Cent. America. Trillion Cubic Metres. Proved reserves of natural gas - Generally taken to be those quantities that geological and engineering information indicates with reasonable certainty can be recovered in the future from known reservoirs under existing economic and operating conditions.,22-05-2021 04:00,31-12-1980,31-12-2019
GAS_RESERVES_CHN,Proved Natural Gas Reserves - China,Proved Natural Gas Reserves - China. Trillion Cubic Metres. Proved reserves of natural gas - Generally taken to be those quantities that geological and engineering information indicates with reasonable certainty can be recovered in the future from known reservoirs under existing economic and operating conditions.,22-05-2021 04:00,31-12-1980,31-12-2019
GAS_RESERVES_COL,Proved Natural Gas Reserves - Colombia,Proved Natural Gas Reserves - Colombia. Trillion Cubic Metres. Proved reserves of natural gas - Generally taken to be those quantities that geological and engineering information indicates with reasonable certainty can be recovered in the future from known reservoirs under existing economic and operating conditions.,22-05-2021 04:00,31-12-1980,31-12-2019
GAS_RESERVES_DEU,Proved Natural Gas Reserves - Germany,Proved Natural Gas Reserves - Germany. Trillion Cubic Metres. Proved reserves of natural gas - Generally taken to be those quantities that geological and engineering information indicates with reasonable certainty can be recovered in the future from known reservoirs under existing economic and operating conditions.,22-05-2021 04:00,31-12-1980,31-12-2019
GAS_RESERVES_DNK,Proved Natural Gas Reserves - Denmark,Proved Natural Gas Reserves - Denmark. Trillion Cubic Metres. Proved reserves of natural gas - Generally taken to be those quantities that geological and engineering information indicates with reasonable certainty can be recovered in the future from known reservoirs under existing economic and operating conditions.,22-05-2021 04:00,31-12-1980,31-12-2019
